,0,1,2,3
208,sepultura,Kairos,Seethe,"Screaming, aging, crawling closer to dying
Savage, struggle, scrape the bottom of life
Stinging, burning, blind with rage falling deeper
Seething, evil, kills the mind of the people

Screams are deaf to my ears
Blind to see the errors of my way

Never feel the odds are against me
Found my way
Kill the urge of depression
Found my way

Use my strength to recover
Found my way
Walk the path of resistance
Found my way

Grasping, dragging, life strangles your demons
Breathing, clearer, understanding is closer
Shifting, changing
Found a way no more bleeding
Forward, marching
Filled a hole that was missing"
209,sepultura,Kairos,Born Strong,"Our root, our seed, our cause - Born strong
Our root, our seed, our cause - Born strong

From the cradle we were
Brought up into this world
In the middle of chaos
Since our first breath of life
We are what we are
With love and power to change
With courage facing all threats
Our bloodline is alive
No doubts in our life
We are what we are

No pain
No fear

Our root, our seed, our cause - Born strong
Our root, our seed, our cause - Born strong

All the strength in our mind
Looking deep in our eyes
Our tribe has written our laws
Respect to be respected
Be true to yourself
All the gold in the world
Will not get us sold
We trust the values we've learned
No doubts in our words
We are true to ourselves

No pain
No fear

Don't you know I'm strong?
Don't you know you're wrong?
Don't you know I'm strong?
Don't you know you're wrong?

Don't you know I'm strong?
Don't you know you're wrong?
Don't you know I'm strong?
You are wrong?

Our root, our seed, our cause - Born strong
Our root, our seed, our cause - Born strong"
210,sepultura,Kairos,Embrace The Storm,"Forget the mistakes
And inspire the will
A thought can conceive
Make destinies choice

Embrace the storm
Live or die, embrace the storm

The change is vital
To keep up the growth
Unbinding secrets
Submitting to chance

Embrace the storm
Live or die, embrace the storm

Can't deny, won't define me
Can't define, can't deny me
Can't deny, won't define me
Can't define, can't deny me

Can't deny me

Can't deny, won't define me
Can't deny, won't define me
Can't deny, won't define me
Can't define, can't deny me

*I don't get this part
*If anyone just figured it out tell me [1]

Embrace the storm
Live or die, embrace the storm"
211,sepultura,Kairos,5772,"<span style=""padding:1em""><img alt=""TrebleClef"" class=""lzy lzyPlcHld "" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" data-src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" height=""68"" onload=""if(typeof ImgLzy==='object'){ImgLzy.load(this)}"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""30""/><noscript><img alt=""TrebleClef"" class="""" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" height=""68"" src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" width=""30""/></noscript></span> Instrumental"
212,sepultura,Kairos,No One Will Stand,"We defend what we believe
Under attack no matter what
Respect what we have achieved
The enemy is scared but won't admit

We fight to conquer total ground
We hear no lies, we fear no threats
I trust my brothers at my side
Together we face the battle ahead

All, we fight
All, we kill
No one will stand

My army is formed and the focus is set
No stepping back our path is clear
Culture reigns no man will fail
A crucial win a deadly dance

We fight to conquer total ground
We hear no lies, we fear no threats
I trust my brothers at my side
Together we face the battle ahead

All, we fight
All, we kill
No one will stand

Live, live for the day
All, all or nothing

My army is formed and the focus is set
No stepping back our path is clear
Culture reigns no man will fail
A crucial win a deadly dance

Live, live for the day
All, all or nothing
Live for the day, all or nothing
Live for the day, all

Attack! Attack! Attack! Attack! Attack! Attack!

Our hearts in our hands
Our mind in our soul
Our hearts in our hands
Our mind in our soul

Live, live for the day
All, all or nothing
Live for the day, all or nothing
Live for the day, all"
213,sepultura,Kairos,Structure Violence (Azzes),"Absurdity,
Tragedy,
The fingers are on the triggers of change
A Power of change to other hands

Equality,
Democracy,
Fallen dictators, instigators,
Aggravators step down

Now is the time!
Fallen dictators - step down!
Instigators - step down!
Aggravators - step down
Structure violence!

A storm has formed and fills the air
Fell the weight of catastrophe
Kept the needs from humanity
The total greed the absurdity."
214,sepultura,Kairos,4648,"<span style=""padding:1em""><img alt=""TrebleClef"" class=""lzy lzyPlcHld "" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" data-src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" height=""68"" onload=""if(typeof ImgLzy==='object'){ImgLzy.load(this)}"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""30""/><noscript><img alt=""TrebleClef"" class="""" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" height=""68"" src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" width=""30""/></noscript></span> Instrumental"
215,sepultura,Kairos,Firestarter,"I'm the trouble starter, punking instigator
I'm the fear addicted, and danger illustrated

I'm a firestarter, twisted firestarter
You're the firestarter, twisted firestarter
I'm a firestarter, twisted firestarter

I'm the bitch you hated, filth infatuated - yeah
I'm the pain you tasted, fell intoxicated

I'm a firestarter, twisted firestarter
You're the firestarter, twisted firestarter

I'm the self inflicted, mind detonator - yeah
I'm the one infected, twisted animator

I'm a firestarter, twisted firestarter
You're the firestarter, twisted firestarter
I'm a firestarter, twisted firestarter"
216,sepultura,Kairos,Point Of No Return,"Through these eyes we sthe world
Through these eyes we fought the world

Through these eyes we shock the world
No fear at all went head strong
Aggravations, hostility
But there's a difference, we are free

In my eyes a line divided
So choose a side and stand united
Divide and fall, reflections of what we have done
There's no shame, but there's is pride

Fought for everything, we did what we have to do

There is a purpose for this fight, in the end I know it's right

We are free, we are free!

In my eyes, see strong conviction
Laid to rest, all doubts are dead
Fought for everything, we did what we have to do
There is a purpose for this fight, in the end I know it's right"
217,sepultura,The Mediator Between Head and Hands Must Be the Heart,Trauma Of War,"Trauma of War

Children watch their mothers die
Raping a city in the name of freedom
Children growing their hate inside
A world they lost in the name of reason

I never came back from that trench
I can't be alone, I won't be alone
A schizophrenic cycle of paranoia

Trauma of war
Trauma of war

I saw the worst in the human nature
My hands are stained with blood of death
Attack all ghosts, I'm like a soldier
Wasted minds that are all alike

I never came back from that trench
I can't be alone, I won't be alone
A schizophrenic cycle of paranoia

Trauma of war
Trauma of war

Freedom comes with a hail of bullets

My sun is getting dark
My urge to kill awakes
My world is no more
My urge to kill awakes

Children watch their mothers die
Raping a city in the name of freedom
Children growing their hate inside
A world they lost in the name of reason

I never came back from that trench
I can't be alone, I won't be alone
A schizophrenic cycle of paranoia
Schizophrenic cycle of paranoia"
218,sepultura,The Mediator Between Head and Hands Must Be the Heart,The Vatican,"A bloody revolution in the name and love of Christ
Sadistic pedophile, abusers of lies and lust
The power of the church over men's intellect
A story of sacred swords - the darkest age of mankind

Reign of dark skies, walls of death and silence!

Alexander VI - Boniface VII - Pius IX
John XXII - Damasus I - Pius XII

Reign of dark skies, walls of death and silence!

A disgrace to the chair of Peter, in the ways of violent deaths
Banquets and evil orgies in the heart the holy see
Indulgence from the bank for the works of religion
Conspiracies and corruption are leading us to the end

Reign of dark skies, walls of death and silence!

Alexander VI - Boniface VII - Pius IX
John XXII - Damasus I - Pius XII

Crusaders, the knights of sacrifice
Purveyors the death of change
Crusaders, the knights of sacrifice
Dictators of change

Reign of dark skies, walls of death and silence!"
219,sepultura,The Mediator Between Head and Hands Must Be the Heart,Impending Doom,"Crawling through ages in search of dignity
Stained with the backlash of filth we call humanity

Brother, brother, brother, what have we done?
Brother, brother, brother, what have we done?

Draining the life force of anything within our grasp
Selfless needs and dirty deeds
We leave nothing to chance at all

Mother, mother, mother, what have we done?
Father, father, father, what have we done?

Creating a wasteland, we sink slowly awaiting death
Born to suffer, live to kill, our motto of all mankind

Brother, brother, brother, what have we done?
Brother, brother, brother, what have we done?"
220,sepultura,The Mediator Between Head and Hands Must Be the Heart,Manipulation Of Tragedy,"Strength
The power behind the words
They block the instinct
My head
They have an interest
Learn, obey, but not to think

Worship, worship, bow down
Worship, worship, bow down

Why?
There's something that keeps us in check
It contradicts a big part of life
It's self-inflicted
Manipulated my God, the box

Worship, worship, bow down
Worship, worship, bow down

Worship
Worship
Worship"
221,sepultura,The Mediator Between Head and Hands Must Be the Heart,Tsunami,"The wrath rages on with no discrimination of wealth
Seeking to create destruction
Whoever stands in the way

A force to deal with it
One and all will fall beneath
There's no good reason for ourselves
Death is calling out

All out
Ripping apart
All out

All out
All is dark
All out

Fate is lashing out
Forgiving all your sins
Released unto all
Let the healing begin

God, save me now
A fury is breaking free
A force to be dealt with
One and all will fall

Many run to look for shelter, and realize it can't exist
It has only one mission
To wipe all that's in the way

It's a tsunami

All out
Ripping apart
All out

All out
All is dark
All out"
222,sepultura,The Mediator Between Head and Hands Must Be the Heart,The Bliss Of Ignorants,"Lost our way, fell from grace
Fell from grace, lost our way
Lost our way, fell from grace
Fell from grace, lost our way

There's no good reason
To live in darkness
We slip, we fall, stand by it all
Sick of the filth, our world decay

Lost our way, we fell from grace
Fell from grace, we lost our way
Stronger, fearless, changing it over
No more silence, push our way

You didn't make us
In the end we'll save us
The bliss is gone, you awake to see
Our choice to be, brought back belief

We live our time, must wake and find
The facts all sides, our freedom now

Our freedom, now"
223,sepultura,The Mediator Between Head and Hands Must Be the Heart,Grief,"Leave me with my grief
Alive conscious showing

Abandon by God
Warmth of death comforts my skin

I did not ask to live
I won't accept the end

Leave me with my grief
Leave me with my grief
My grief
My grief
My grief

Every breath is shaking
Scars left and wide open

Abandon by God
Warmth of death comforts my skin

Leave me with my grief
Leave me with my grief
My grief
My grief
My grief"
224,sepultura,The Mediator Between Head and Hands Must Be the Heart,The Age Of The Atheist,"What do you see depends of what you are looking for
And what are you looking for, needs to be believed
It needs to exist in your head
You need to believe to disbelief
What do you believe
Depends on the idea planted in your mind
What type of seeds have been planted?
What do you believe depends on what you see

Diversions are blocking our vision from the truth
The clear reality
Diversions turn our world to shit must stop. Deny
No gods, no leaders, no prophets telling my future
No heaven, no hell, not a messiah

The needle of our medicine injecting poison vaccines
Our veins no longer carry blood, robotized, I deny
No news, no adds, no anchor telling us lies
No secrets, no war, there's no savior

It's the age of the atheist

All your senses
Eyes wide open

It's the age of the atheist"
225,sepultura,The Mediator Between Head and Hands Must Be the Heart,Obsessed,"I can't stop the fear that's killing
No denying, hope is dying
Living in hell
Fear that's killing, no denying, hope is dying
Living in hell

Want that, need that, I must have that
Hunger endless, restless spirit

Once you taste the pain of sorrow
No tomorrow, doom upon us
Living in hell
Once you live it, no forgiveness, rotting sickness
Living in hell

Sleepless nights, inviting terror
Impending doom of death and horror

First it starts in the brain
Heavy thoughts that haunt me everyday
A mental trip of helplessness
I can't help but believe I was born obsessed

Obsessed, obsessed
Obsessed, obsessed

Fear that's killing, no denying, hope is dying
Living in hell
Fear that's killing, no denying, hope is dying
Living in hell

There's no future but an end
Hopeless pounding is always deep inside my head
Unwilling to change, it's just insane
Lost in dark I fall paralysed

Obsessed, obsessed
Obsessed, obsessed

It sneaks its way to haunt reality
All seems hopeless over valued ideas
Unwilling to change
Drifting further into the eternal darkness"
226,sepultura,The Mediator Between Head and Hands Must Be the Heart,Da Lama Ao Caos,"Posso sair daqui para me organizar
Posso sair daqui para desorganizar
Posso sair daqui para me organizar
Posso sair daqui para desorganizar
Da lama ao caos, do caos a lama
Um homem roubado nunca se engana
Da lama ao caos, do caos a lama
Um homem roubado nunca se engana
O sol queimou, queimou a lama do rio
Eu ví um Chié andando devagar
E um aratu pra lá e pra cá
E um carangueijo andando pro sul
Saiu do mangue, virou gabiru
Oh Josué eu nunca ví tamanha desgraça
Quanto mais miséria tem, mais urubu ameaça
Peguei o balaio, fui na feira roubar tomate e cebola
Ia passando uma véia, pegou a minha cenoura
Aí minha véia, deixa a cenoura aquí
Com a barriga vazia não consigo dormir
E com o bucho mais cheio comecei a pensar
Que eu me organizando posso desorganizar
Que eu desorganizando posso me organizar
Que eu me organizando posso desorganizar
Da lama ao caos
Do caos à lama
Um homem roubado nunca se engana"
227,sepultura,The Mediator Between Head and Hands Must Be the Heart,Stagnate State Of Affairs,
228,sepultura,Machine Messiah,Machine Messiah,"Alone away
Lost, darken rage
Far from grace a world
Betrayed come and free the beast
Can you hear me?
I want hope

Behold there's a way
A spark
A flame
Won't you feed the needs
Come and save me
I need you
I'll give you everything
I'll cure humanity
Shelter security
I'll make you part of me
Prepare to feel nothing

The soul is dead
Your saviour bled
The soul is dead
Bow down to machine messiah

Give me your praise
I'll keep you safe
The soul is dead
Bow down to machine messiah

The souls is dead
Your saviour bled
The soul is dead
Bow down to machine messiah

Give me your praise
I'll keep you safe
The soul is dead
Bow down to machine messiah

I'll give you everything
I'll cure humanity
Shelter security
I'll make you part of me
I have returned"
229,sepultura,Machine Messiah,I Am The Enemy,"Open your mind and pay attention
What do you see and what do you hear
Conspiracy plots in this culture of fear

Reunite with yourself
Reconnect with ourselves

Facing the blind of collective delusion
I need my freedom from this evil deception
I am the enemy
I am the enemy

Powered by thoughts of revolution
Building all bridges of error
Search and destroy my sick innerself
To realize I'm not a fraud

Reunite with yourself
Reconnect with ourselves
Reorganize our lies!
Re-humanize our lives!

Reprogram your aim
Rewrite our law
Reprogram your aim
Rewrite our law

Facing the blind of collective delusion
I need my freedom from this evil deception
I am the enemy
I am the enemy

Reprogram your aim
Rewrite our law
You are human"
230,sepultura,Machine Messiah,Phantom Self,"What happened to me? Felt like I had everything
Such a big catastrophe but I had deal with the struggle
It all began passing life so easily
Ready for almost anything, but it took a different direction

Then, one night, sharp turns. A light came from no where

Blown away. Never felt my injuries
Bleeding deep inside of me
Just knew I had to help all those people

Lost. My mind it's gone. That life
Lost. I've been looking for myself
It haunts me everyday
I'm searching for a truth no longer there

Transformed I'm someone else
Must face my Phantom Self

It's a mystery. Changed my body's chemistry
Always creeping up on me
Wiped out my whole soul of existence

The crash. Flash backs. Carnage the blood keeps on flowing
Killing me. Trapped inside this tragedy
Can't see the road in front of me
Replay this nightmare over and over

Lost. I've been looking for myself
It haunts me everyday
I'm searching for a truth no longer there

Transformed I'm someone else
Must face my Phantom Self
Transformed I'm someone else
I'll face my Phantom Self"
231,sepultura,Machine Messiah,Aletha,"Made to believe. Education misleading my way
A story was told by profiteer's lies
Rewriting our past and the truth

I was made to believe. Television a story on screen
All made through deceit by the corporate elite
The fear controlling our minds

Raise your hands and reach for your God
Created to fight and kill in this war
In the end I'm fighting myself

Loud and clear. From far and beyond
No bullshit from teachers and leaders will change
What's real inside of my head

My voice. Loud and clear

Do you believe in justice for all
Or obey unlawful and ruled
Left. Right. All: A con

Rigged the game from the start
Don't play me for a fool

My voice. Loud and clear

Do you believe in justice for all
Or choose to be callous and cruel
Left. Right. It's all a con

Won't play me for a fool

My choice. Blood in my eyes

Promoting a lfe made of stereotypes
Sickens me down to the core

Scars
Won't
Break
Me"
232,sepultura,Machine Messiah,Iceberg Dances,"<span style=""padding:1em""><img alt=""TrebleClef"" class=""lzy lzyPlcHld "" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" data-src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" height=""68"" onload=""if(typeof ImgLzy==='object'){ImgLzy.load(this)}"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""30""/><noscript><img alt=""TrebleClef"" class="""" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" height=""68"" src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" width=""30""/></noscript></span> Instrumental"
233,sepultura,Machine Messiah,Sworn Oath,"Crawling
From under the ashes
It's the start of a rebirth without limitations

Leave it all to begin again
Forced to face
With who we are and what we did

No deception
Or promises
Everyone is running out of patience

The writing's on the wall
The tide is turning, now
Won't pledge allegiance, why
Our goals will never die

Constrained by corruption
Bleeding hearts were lead astray
Swore an oath
To lead the way
But the greed transformed to shame

There's a reason to break these chains
We're all aware
That no one wants to live this way

Locked up and confined
No attention
But we stand
We stand to make a difference

The writing's on the wall
The tide is turning, now
Won't pledge allegiance, why
Our goals will never die

The writing's on the wall
The tide is turning, now
Won't pledge allegiance, why
Our goals will never die"
234,sepultura,Machine Messiah,Resistant Parasites,"Mass suffering, die slowly
Look they've done

Plant toxins. Buy cheaper. Buy

Forced breeding. No healing no

Resistant parasites
Infecting to survive
Disastrous consequences

More money. Raised profits
Shares rising. Look what they've done

Resistant parasites
Infecting to survive
Disastrous consequences

Can't close our eyes. Identify
This is a crime that we can't deny
Won't change our minds it's all been said

Get out
Fuck off

Mass suffering, die slowly
Mass suffering, look what they've done

Resistant parasites
Infecting to survive
Disastrous consequences

Resistant parasites
Infecting to survive
Resistant parasite live on"
235,sepultura,Machine Messiah,Silent Violence,"I've taken all I can take
I feel the need to destroy
Fight or flight is born in me
Chronic pain set free

Anger raging. The demons within
Silent violence. Created this sin

Killed by the stress

The demon within
Silent violence
Just have to let go

Broke all the rules of the game
I tried to make it all end
Of course you will have to pay
Live life toiled and fray

Hard-wired to life day after day
There's not a difference it all seems the same
Triggered frustration from feeling this way
Social destruction

Anger raging. Silent violence
Torture unfolds. Silent violence

It started as nothing but grew into something
Just feeding away until you cannot function
You're never controlling but in disillusion
It's grinding away like a modern day plague

Anger raging. The demons within
Silent violence. Created this sin

Killed by the stress

The demon within
Silent violence
Just have to let go"
236,sepultura,Machine Messiah,Vandals Nest,"A bitter battle brewing. Engulfed in flames
A game for many. Others feel the pain

Seek a side for cover. Attack your enemy
Many spit their hatred right across the face

False deception
There's no order
Where's the progress?

Nothing functions
Nothing functions
Nothing functions
Nothing's working
Nothing functions
Nothing functions
Where's it gone to? was it worth it?

We lose sight
We chose sides
Delusions
We lose sight

False deception
There's no order
Where's the progress?
Where's it gone to?

Nothing functions
Nothing functions
Nothing's working
Was it worth it?"
237,sepultura,Machine Messiah,Cyber God,"I saw this many times smothered by the words
Lashed out from your mouth
You'll pay the price backing all the shit you said
It flowed like it would never end
Lead by those unstable sick fantases
You chose to be this way

Behind a glow is a darkness showing
A strangling guilt with selfish motives

Nothing left to offend. It's been sad
All been done. Nothing left. Just a shell of man

Join the show. Watch it grow

Cyber God. Making them fall
Taste the wrath. Fear thy words

Tried to make sense of what you're saying
Meaningless lies with no emotion

There's nothing left to offend. It's been sad
All been done. Nothing left. Just a shell of man

Join the show. Watch it grow
Cyber God. Making them fall
Taste the wrath. Fear thy words

Fear my words

Won't let them take the best of me
I've got to be the one I see
Won't let them take the best of me
The fight is strong. I won't retreat"
238,sepultura,Machine Messiah,Chosen Skin,"There is an endless consumption
A careless production destroying what stands in its way

A product drenched in blood. Profit at any cost

Expanding
No limits
Lost focus
Blind eyes

The war is raging
Fighting for justice
Trapped in a nightmare
Must hear them screaming

Stand in direct opposition
To the values that we share
It strains and betrays our community

Expanding
No limits
Lost focus
Blind eyes

A war is raging
Fighting for justice
Trapped in a nightmare
Must hear the screaming

The greed. The hunger continues endlessly
There's ways to change this
Buyer beware"
239,sepultura,Machine Messiah,Ultraseven No Uta,"Sebun sebun sebun!
Sebun sebun sebun!
Haruka na hoshi ga furusato ga
Urutorasebun faitaa sebun
Urutorasebun sebun sebun
Susume! gniga no hatemademo
Urutora ai de spaaku!

Sebun sebun sebun!
Sebun sebun sebun!
Moroboshi dan no na wo karite
Urutorasebun hiirou sebun
Urutorasebun sebun sebun
Taose! hi wo haku daikaijyuu
Urutora biimu de storaiku!

Sebun!"
240,angra,Angels Cry,Unfinished Allegro,"<span style=""padding:1em""><img alt=""TrebleClef"" class=""lzy lzyPlcHld "" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" data-src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" height=""68"" onload=""if(typeof ImgLzy==='object'){ImgLzy.load(this)}"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""30""/><noscript><img alt=""TrebleClef"" class="""" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" height=""68"" src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" width=""30""/></noscript></span> Instrumental"
241,angra,Angels Cry,Carry On,"Simple minded brain, for now you succumb
Nothing changes your way
This world insists to be the same
Based on our mistakes
The flowers fade along the road
Don't blindfold your eyes,
So loneliness becomes the law
Of a senseless life

Follow your steps and you will find
The unknown ways are on your mind
Need nothing else than just your pride
To get there... (Go!)

Now you have to face another day
You won't be alone
This life is forcing us to stay
- For how long?
Cold is the wind and thunder struck
On a stormy night
But can't you see, I'm by your side
We are marching on!

Follow your steps and you will find
The unknown ways are on your mind
Need nothing else than just your pride
To get there...

So, carry on,
There's a meaning to life
Which someday we may find...
Carry on, it's time to forget
The remains from the past, to carry on

Follow your steps and you will find
The unknown ways are on your mind
Need nothing else than just your pride
To get there...

So, carry on,
There's a meaning to life
Which someday we may find...
Carry on, it's time to forget
The remains from the past

So, carry on,
There's a meaning to life
Which someday we may find...
Carry on, it's time to forget
The remains from the past

Carry on, it's time to forget
The remains from the past, to carry on
The remains from the past, to carry on
The remains from the past..."
242,angra,Angels Cry,Time,"This time I wanna know what life means...
... To live it again
I'm looking forward, feel the light shine in my eyes
And now I know, my instincts were not wrong
And many things can be done
I don't believe now
That I'm dreaming alone

Oh, we're searching for the love
That everyone's got, but can't see
Oh, beyond the flesh and blood
There's so much hidden behind
As so much more we've gotta give...

Sanity brings up the sadness
That keeps your illusions locked in a little box
Fright comes, you find yourself lonely
In a cage of conclusions crowding your mind
You sit back bowing your head
Every answer - yes
Why don't you trust me and shed out your fears,
Running over the tears you've contained
Now cover up your eyes
- Is it good for you?

I will be here when fire burns!

Welcome on board
Over here is the ship of your life
So rotten that will cast away
I'll be your sweet lullaby all the night
And if you get lost you can hold my hand...

And I'll be here when fire burns
(Inside your heart)
Climb up the hills and mountains,
Don't forget what you've learned!

Life makes us feel the time we cannot hold
Time makes us live a tale already told
Time makes us heal a feeling inside
A feeling that lies in our heart
That we stole away...

And I'll be here when fire burns
(Inside your heart)
Climb up the hills and mountains,
Don't forget what you've learned!

Life makes us feel (life makes us feel)
The time we cannot hold
Time makes us live (time makes us live)
A tale already told
Time makes us heal (time makes us heal)
A feeling inside
A feeling that lies in our heart
That we stole away...

SOLO: Kiko"
243,angra,Angels Cry,Angels Cry,"Cry in the night of angels
For that light that never shine
With their hearts so full of sorrow
Muddy waters all around
The curtain falls for helpless souls
How they suffer swept aside
And the raging streams are flowing
With so little hope inside

(It's like)
Angels crying
Can't take no more
Angels dying
Capture their fall

Try to see this misery
Your future is not what you wished it to be
So try to fly, the answer lies
In the angry darkened skies
(Angry darkened skies)

You just keep on standing in these fields all your life
You sow the seeds that never grow
No harvest comes such a strain to feed the few
Still you're waiting, it's in vain...
The change must come right now!

Oh, see the sun in the sky
(From the dawn of destruction)
Free, free this chain from my heart...
(Chain, chain, chain)
Hear the cry of angels
From this life you cannot hide
The change must come tomorrow
For the solemn weeping eyes

(Like)
Angels crying
Can't take no more
Angels dying
Captured in the fall

Try to see this misery
Your future is not what you wished it to be
So try to fly, the answer lies
In the angry darkened skies
(Angry darkened skies)

You just keep on standing in these fields all your life
You sow the seeds that never grow
No harvest comes such a strain to feed the few
Still you're waiting, it's in vain...
The change must come right now!

Angels are crying and dying
There must be some way
Endless you stray, still you pray for a better life
Nobody sees when a glimpse
Of your target lies behind you,
Like steps of the pilgrims unshined!

SOLO: Kiko"
244,angra,Angels Cry,Stand Away,"Stand away the dreaded burning life
Will leave its mark for those with no desire
Stand in front of the whole creation
Face the people starved like worms
Still I'm begging for comprehension
From the ones who rule us all
Is this field the dying embers soil
All around we mourn

Oh, here they come again
(Now they're coming more aggressive tearing down our only chances)
The stars can't find the purple sky
(Loneliness will find its reason treasured seeds for every season)
Long for the day be back someday
And the church
(Church is selling consolation, killing Jesus for salvation)
Don't let us die
(Taking all in desperation, leave me now to rest in peace)
Let me rest in peace

Away, a while
Our smile taken from
The hearts of brokens souls

Stand away from the fire
Destined by the fate
Let those sinners pay how they steel
For on the judgement day
How they yield

Stand in front of the whole creation
Face the people starved like worms
Still I'm begging for comprehension
From the ones who rule us all
Is this field the dying embers soil
All around we mourn

Oh, here they come again
(Now they're coming more aggressive tearing down our only chances)
The stars can't find the purple sky
(Loneliness will find its reason treasured seeds for every season)
Long for the day be back someday
And the church
(Church is selling consolation, killing Jesus for salvation)
Don't let us die
(Taking all in desperation, leave me now to rest in peace)
Let me rest in peace..."
245,angra,Angels Cry,Never Understand,"Never Understand

(Matos, Bittencourt)

White gold, a morning came
Sunny cold, reflecting light
Unknown songs

Fresh water gush licks the lime
Sprinkling crowns of silence
The face wet from the moistened dew

Wind takes the sight
Around the meadow
Playing kindly

Silver dropped wine
That flows inside
A sleeping hand...

Desperation fills the air
(In your heart lies the dust of the anger)
Madness knocking on my back
(Chiming bells have announced the new day)

My courage lies someplace
Where time forgot to send me
(Now where are you going?)
(Now where are you going now?)
Someday they'll mark your sins
Like torture on your back

I wonder why
My mind is tight
Like stormy weather
And so it seems
That little steps
Would take forever

Oh, never understand...
We're like mad horses
Heading for the bend
This place I'm standing here
Made it on my own
Moored my life to never let it go...

I wonder why
My mind is tight
Like stormy weather
And so it seems
That little steps
Would take forever

Never understand...
We're like mad horses
Heading for the bend
This place I'm standing here
Made it on my own
Moored my life to never let it go...
All my life I'll be the way
I won't forget
All my life is never understand"
246,angra,Angels Cry,Wuthering Heights,"Out on the wiley, windy moors
We'd roll and fall in green
You had a temper, like my jealousy
Too hot, too greedy
How could you leave me?
When I needed to possess you
I hated you, I loved you too

Bad dreams in the night
They told me I was going to lose the fight
Leave behind my wuthering, wuthering
Wuthering Heights.

Heathcliff, it's me, Cathy, come home
I'm so cold, let me in-a-your window
Heathcliff, it's me, Cathy, come home
I'm so cold, let me in-a-your window

Oh it gets dark, it gets lonely
On the other side from you
I pine a lot, I find the lot
Falls through without you
I'm coming back love, cruel Heathcliff
My only one dream, my only master

Too long I roam in the night
I'm coming back to his side to put it right
I'm coming home to wuthering, wuthering
Wuthering Heights

Heathcliff, it's me, Cathy, come home
I'm so cold, let me in-a-your window
Heathcliff, it's me, Cathy, come home
I'm so cold, let me in-a-your window

Oh let me have it, let me grab your soul away
Oh let me have it, let me grab your soul away
You know it's me, Cathy

Heathcliff, it's me, Cathy, come home
I'm so cold, let me in-a-your window
Heathcliff, it's me, Cathy, come home
I'm so cold, let me in-a-your window

Heathcliff, it's me, Cathy, come home
I'm so cold
Heathcliff, it's me, Cathy, come home
I'm so cold"
247,angra,Angels Cry,Streets Of Tomorrow,"Streets Of Tomorrow

(Matos)

Days of pounding emptiness
Just so far away, no regret
To live beside the danger
Running out of carelessness
Still unlinked the tips of a bridge
That gets no one to nowhere

Let me run away
Freed from lies, I won't forget
Escaping from these chains
I'll meet my love
Once again flying
Clouds from heaven

So, now?
Tell me how
To walk the streets of tomorrow
Someday, somehow
Then we'll know
How things went wrong
And how?
Tell me now
To live in peace not forever
The moment remains
And flows...
Don't let it go!

How do you stay
Down and pray
Let me know
The things that you've done
On your own...
(Tell me right now, baby...)

How do you stay
Down and pray
Let me know
The things that you've done
On your own...

Let me run away
Freed from lies, I won't forget
Escaping from this chains
I'll meet my love
Once again flying
Clouds from heaven

So, now?
Tell me how
To walk the streets of tomorrow
Someday, somehow then
Then we'll know
How things went wrong
And how?
Tell me now
To live in peace not forever
The moment remains
And flows...
Don't let it go!"
